PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO440788,CHILD AND FAMILY SERVICES,MEDICAL CONSULTING 78,$38480.00,10/01/2012,LAKIESHA HARDY,3813 SWANN ROAD #103   ; SUITLAND  ; MD  ; 20746-,SUITLAND  ,MD
PO444830,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$125000.00,10/11/2012,SAMARITAN MINISTRY OF GREATER,"1516 HAMILTON STREET, NW  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO444777,BOARD OF ELECTIONS,TRANSPORTATION OF GOODS AND OTHER FREIGHT SERVICES 86,$50000.00,10/11/2012,PAXTON VAN LINES,5300 PORT ROYAL ROAD  ; SPRINGFIELD  ; VA  ; 22151,SPRINGFIELD  ,VA
PO366294-V6,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$196302.07,10/11/2012,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO444553,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$19160.00,10/11/2012,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO444801,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,MAILING EQUIPMENT INCLUDING POSTAGE METER RENTAL OR LEASE 54,$25000.00,10/11/2012,NATIONAL LEASING & FINANCIAL C,"1350 BEVERLY ROAD, SUITE 115   ; MCLEAN  ; VA  ; 22101-",MCLEAN  ,VA
PO444794,PUBLIC SERVICE COMMISSION,CARD ACCESS SECURITY SERVICES 22,$10330.00,10/11/2012,KASTLE SYSTEMS,6402 ARLINGTON BLVD.   ; FALLS CHURCH  ; VA  ; 22042-,FALLS CHURCH  ,VA
PO444558,DEPARTMENT OF GENERAL SERVICES,"MAINTENANCE SERVICES, BUILDING (NOT OTHERWISE CLASSIFIED) 52",$500000.00,10/11/2012,HR GENERAL MAINTENANCE CORP,"2021 SHANNON PLACE, SE  ; WASHINGTON  ; DC  ; 20020",WASHINGTON  ,DC
PO444742,DC PUBLIC LIBRARY,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$20000.00,10/11/2012,THURGOOD MARSHALL ACADEMY,"2427 MLK, JR AVENUE, SE   ; WASHINGTON  ; DC  ; 20020-",WASHINGTON  ,DC
PO444567,DEPT. OF HOUSING AND COMM. DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$12000.00,10/11/2012,NON PROFIT INDUSTRIES,920 PECAN AVENUE  ; CHARLOTTE  ; NC  ; 28205,CHARLOTTE  ,NC
PO400997-V2,DEPARTMENT OF TRANSPORTATION,READY-MIX CONCRETE 70,$51450.00,10/11/2012,FEDERAL HIGHWAY ADMINISTRATION,4600 NORTH FAIRFAX DRIVE SUITE  ; ARLINGTON  ; VA  ; 22203,ARLINGTON  ,VA
PO444547,OFFICE OF UNIFIED COMMUNICATIONS,SOFTWARE MAINTENANCE/SUPPORT 45,$24240.00,10/11/2012,"MEDICAL PRIORITY CONSULTANTS,",139 E. SOUTH TEMPLE # 500  ; SALT LAKE CITY  ; UT  ; 84111,SALT LAKE CITY  ,UT
PO444559,DC PUBLIC LIBRARY,"DOORS AND PARTS, AUTOMATIC, DRIVE-THROUGH TYPE, ETC. 23",$15000.00,10/11/2012,"CAROLINA DOOR CONTROLS, INC.",SUITE 125                                          6770 OAK HALL LANE  ; COLUMBIA  ; MD  ; 21045,COLUMBIA  ,MD
PO444728,METROPOLITAN POLICE DEPARTMENT,SOFTWARE MAINTENANCE/SUPPORT 45,$12888.17,10/11/2012,SOFTWARE AG,"11700 PLAZA AMERICA DRIVE,  SUITE 700  ; RESTON  ; VA  ; 20190",RESTON  ,VA
PO444732,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"DISPLAYS, EDUCATIONAL: KITS, MODELS, PLAQUES, ETC. 44",$62834.90,10/11/2012,APPLE COMPUTER INC,1 INFINITE LOOP   ; CUPERTINO  ; CA  ; 95014-,CUPERTINO  ,CA
PO444761,DEPARTMENT OF TRANSPORTATION,"MAINTENANCE AND REPAIR, BRIDGES 66",$2195204.90,10/11/2012,M C DEAN INC,22461 SHAW ROAD   ; DULLES  ; VA  ; 20166-,DULLES  ,VA
PO444977,DEPARTMENT OF CORRECTIONS,SOFTWARE MAINTENANCE/SUPPORT 45,$11112.36,10/12/2012,"DATA MANAGEMENT, INC.",3322 W. LOOP 306  ; SAN ANGELO  ; TX  ; 76904,SAN ANGELO  ,TX
PO445207,METROPOLITAN POLICE DEPARTMENT,PROFESSIONAL JOURNAL SUBSCRIPTIONS 60,$12100.00,10/12/2012,CHOICE POINT,4530 CONFERENCE WAY SOUTH  ; BOCA RATON  ; FL  ; 33432,BOCA RATON  ,FL
PO445233,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$8633.98,10/12/2012,APPLE COMPUTER INC,1 INFINITE LOOP   ; CUPERTINO  ; CA  ; 95014-,CUPERTINO  ,CA
PO139840-V2,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, HIGHWAY AND ROAD 27",$41653.93,10/12/2012,DAVID VOLKERT & ASSOCIATES,"5028 WISCONSIN AVENUE, NW                          SUITE 401  ; WASHINGTON  ; DC  ; 20016",WASHINGTON  ,DC
PO445023,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,TELECOMMUNICATIONS CONSULTING 95,$4608.00,10/12/2012,"EMMA, INC.",9 LEA AVENUE   ; NASHVILLE  ; TN  ; 37210-,NASHVILLE  ,TN
PO445239,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$26500.00,10/12/2012,SPORTS4KIDS,517 4TH STREET   ; OAKLAND  ; CA  ; 94607-,OAKLAND  ,CA
PO445016,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,COMPUTER HARDWARE CONSULTING 28,$26500.00,10/12/2012,SPORTS4KIDS,517 4TH STREET   ; OAKLAND  ; CA  ; 94607-,OAKLAND  ,CA
PO445014,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",$33070.29,10/12/2012,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO444991,CHILD AND FAMILY SERVICES,"PAPER CUTTING, DRILLING, FOLDING, PUNCHING, SHREDDING, TRIMMING, ETC. 71",$15000.00,10/12/2012,PAPER TIGER SECURE SHREDDING,6774 MORNING RIDE CIRCLE  ; ALEXANDRIA  ; VA  ; 22315,ALEXANDRIA  ,VA
PO445237,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,GLASSWARE WASHING COMPOUNDS 44,$2518.99,10/12/2012,"WASHINGTON SUPPLY NETWORK, LLC",1235 KENILWORTH AVE. N.E. SUITE 7  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO445028,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$13850.00,10/12/2012,DYNAMIC WELLNESS LLC,402 H STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO445029,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$85000.00,10/12/2012,"THE DAILY RIDER, LLC",1108 H STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO445204,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,CASE MANAGEMENT 15,$667000.00,10/12/2012,"HOUSING IN TRANSITION, INC.",50 REDFIED STREET  SUITE 101  ; DORCHESTER   ; MA  ; 02122,DORCHESTER   ,MA
PO445201,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,CASE MANAGEMENT 15,$185000.00,10/12/2012,"HOUSING IN TRANSITION, INC.",50 REDFIED STREET  SUITE 101  ; DORCHESTER   ; MA  ; 02122,DORCHESTER   ,MA
PO445002,DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$100000.00,10/12/2012,POLARIS PROJECT,"1832 CONNECTICUT AVE, NW   ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO444988,METROPOLITAN POLICE DEPARTMENT,MAILING EQUIPMENT INCLUDING POSTAGE METER RENTAL OR LEASE 54,$28500.00,10/12/2012,PITNEY BOWES,7630 LITTLE RIVER TURNPIKE                         SUITE 800M  ; ANNANDALE  ; VA  ; 22003,ANNANDALE  ,VA
PO445209,OFFICE OF THE D.C. AUDITOR,APPLICATIONS SOFTWARE (FOR MINICOMPUTER SYSTEMS) 14,$6700.00,10/12/2012,CCH INCORPORATED,RESOURCES FOR EDUCATORS 2700 LAKE COOK DR  ; RIVERWOODS  ; IL  ; 60015-,RIVERWOODS  ,IL
PO445242,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$7387.75,10/12/2012,LANDSCAPE ARCHITECTURE BUREAU,"714 - 7TH ST., SE   ; WASHINGTON  ; DC  ; 20003-",WASHINGTON  ,DC
PO445031,OFFICE OF UNIFIED COMMUNICATIONS,"MAINTENANCE AND REPAIR, ANTENNA TOWER AND OTHER COMMUNICATION EQUIPMENT 65",$115189.98,10/12/2012,TECKNOMIC LLC,747 PRINCETON PL NW   ; WASHINGTON  ; DC  ; 20010-,WASHINGTON  ,DC
PO445224,OFFICE OF UNIFIED COMMUNICATIONS,"MAINTENANCE AND REPAIR, ANTENNA TOWER AND OTHER COMMUNICATION EQUIPMENT 65",$53528.69,10/12/2012,TECKNOMIC LLC,747 PRINCETON PL NW   ; WASHINGTON  ; DC  ; 20010-,WASHINGTON  ,DC
PO444985,OFFICE OF ZONING,COPY MACHINE MAINTENANCE AND REPAIR 27,$8965.20,10/12/2012,XEROX CORPORATION,100 S. CLINTON AVENUE XRX2-40A  ; ROCHESTER  ; NY  ; 14644-,ROCHESTER  ,NY
PO445196,DEPARTMENT OF HUMAN SERVICES,"OFFICE MACHINES AND MECHANICAL AIDS, SMALL, MAINTENANCE AND REPAIR 60",$3605.00,10/12/2012,XEROX CORPORATION,100 S. CLINTON AVENUE XRX2-40A  ; ROCHESTER  ; NY  ; 14644-,ROCHESTER  ,NY
PO444978,DEPARTMENT OF CORRECTIONS,SOFTWARE MAINTENANCE/SUPPORT 45,$15183.00,10/12/2012,"MORPHOTRAK, INC",33405 8TH AVE. SOUTH    ; FEDERAL WAY   ; WA  ; 98003-,FEDERAL WAY   ,WA
PO444981,DEPART OF YOUTH REHABILITATION SERVICES,YOUTH CARE SERVICES 95,$121842.63,10/12/2012,GLEN MILLS SCHOOL,GLEN MILLS ROAD  ; GLEN MILLS  ; PA  ; 19342-9342,GLEN MILLS  ,PA
PO444976,DEPARTMENT OF GENERAL SERVICES,"HEATING, VENTILATING AND AIR CONDITIONING (HVAC) 50",$10000.00,10/12/2012,W W GRAINGER INC,100 GRAINGER PARKWAY   ; LAKE FOREST  ; IL  ; 60046-,LAKE FOREST  ,IL
PO443041,DEPARTMENT OF GENERAL SERVICES,BUILDING AND FACILITIES MANAGEMENT SERVICES 15,$2301586.04,10/12/2012,"U.S. FACILITIES, INC.","1800 J.F.K. BLVD., 16TH FLOOR  ; PHILADELPHIA  ; PA  ; 19103",PHILADELPHIA  ,PA
PO445192,DEPARTMENT OF CORRECTIONS,"CONTROLS: LIMIT SWITCHES, RELAYS, THERMOSTATS, GAS VALVES, ETC. 25",$20000.00,10/12/2012,JOHNSON CONTROLS INC,"1101 HAMPTON PARK BLVD BLDG C, SUITE 100  ; CAPITOL HEIGHTS  ; MD  ; 20743-",CAPITOL HEIGHTS  ,MD
PO445195,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"TOILET TISSUES, PAPER TOWELS, AND TOILET SEAT COVERS 75",$4998.66,10/12/2012,GENERAL MERCHANDISE SUPPLIES,"2221 ADAMS PLACE, N.E.  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO445225,CHILD AND FAMILY SERVICES,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$150000.00,10/12/2012,"CHARLIE SAMUELS, JR.",1001 3RD STREET SW SUITE 807  ; WASHINGTON  ; DC  ; 20024-4416,WASHINGTON  ,DC
PO445017,OFFICE OF PEOPLE'S COUNSEL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$100000.00,10/12/2012,"COARD CONSULTING, LLC",5101 MAC AUTHUR BLVD SUITE 200   ; WASHINGTON  ; DC  ; 20016-0016,WASHINGTON  ,DC
PO441104-V2,DEPARTMENT ON DISABILITY SERVICES,VISION IMPAIRED MOBILITY DEVICES AND EQUIPMENT 79,$6000.00,10/12/2012,CENTRAL VISION SOLUTIONS,111 WARREN ROAD SUITE 15A  ; COCKEYSVILLE  ; MD  ; 21030-,COCKEYSVILLE  ,MD
PO444996,DEPARTMENT OF MOTOR VEHICLES,DECAL PRINTING 22,$4698.40,10/12/2012,PROFORMA DOCUCOM SERVICES LLC,46 LANOCHE COURT  ; WILLIAMSVILLE  ; NY  ; 14221,WILLIAMSVILLE  ,NY
PO445231,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,$2700.00,10/12/2012,PHILIP W LUCAS,6101 LAMONT DRIVE  ; NEW CARROLLTON  ; MD  ; 20784,NEW CARROLLTON  ,MD
PO445015,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$4245.00,10/12/2012,HAINES AND COMPANY INC,8050 FREEDOM AVENUE NW  ; NORTH CANTON  ; OH  ; 44720,NORTH CANTON  ,OH
PO445199,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$53200.00,10/12/2012,PROINSPIRE,1305 N TAYLOR STREET STE 100  ; ARLINGTON  ; VA  ; 22201,ARLINGTON  ,VA
PO445032,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,MARKETING CONSULTING 76,$800000.00,10/12/2012,WASHINGTON DC ECONOMIC PARTNER,1495 F STREET NW.  ; WASHINGTON  ; DC  ; 20004,WASHINGTON  ,DC
PO445018,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"BUS TRANSPORTATION SERVICES, SCHOOL 16",$5000.00,10/12/2012,DILLON'S BUS SERVICE,7479 NEW RIDGE RD   ; HANOVER  ; MD  ; 21076-,HANOVER  ,MD
PO445203,METROPOLITAN POLICE DEPARTMENT,AUTOMOBILES AND OTHER PASSENGER VEHICLES (INCLUDING EMERGENCY TYPE) RENTAL OR LEASE 14,$8052.00,10/12/2012,STANDARD LEASING CORP,4720 BALTIMORE AVE.  ; HYATTSVILLE  ; MD  ; 20781,HYATTSVILLE  ,MD
PO445200,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,CASE MANAGEMENT 15,$520000.00,10/12/2012,FAR SOUTHEAST FAMILY,2041 MLK JR AVE SE STE 304 STRENGTHENING COLLAB  ; WASHINGTON  ; DC  ; 20020-,WASHINGTON  ,DC
PO376564-V3,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES 40,$147508.50,10/12/2012,WHOLE FOODS MARKET,WHOLE FOODS MARKET                                 1440 P. STREET N.W.  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO445007,DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$250000.00,10/12/2012,D.C. CHILDRENS ADVOCACY CENTER,"429 O STREET, NW   ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO445000,DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$100000.00,10/12/2012,MEN CAN STOP RAPE,"1003 K STREET, NW SUITE 200  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO445404,STATE SUPERINTENDENT OF EDUCATION (OSSE),ADMINISTRATIVE CONSULTING 06,$438473.00,10/12/2012,MACRO INTERNATIONAL INC,11785 BELTSVILLE DRIVE SUITE 300  ; CALVERTON  ; MD  ; 20705-,CALVERTON  ,MD
PO445030,OFFICE OF UNIFIED COMMUNICATIONS,"ANTENNAS AND ACCESSORIES (RADIO ONLY): BRACKETS, MASTS, MOUNTS, ROTATORS, STANDOFFS, ETC. 12",$249639.66,10/12/2012,TELTRONIC INC,7051 MUIRKIRK MEADOWS DRIVE   ; BELTSVILLE  ; MD  ; 20705-,BELTSVILLE  ,MD
PO444997,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$3000.00,10/12/2012,"OLENDER REPORTING, INC.","1100 CONNECTICUT AVENUE, NW SUITE 810  ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO444995,OFFICE OF THE ATTORNEY GENERAL,COURT REPORTING SERVICES 24,$2998.60,10/12/2012,"OLENDER REPORTING, INC.","1100 CONNECTICUT AVENUE, NW SUITE 810  ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO444994,OFFICE OF THE ATTORNEY GENERAL,COURT REPORTING SERVICES 24,$2998.60,10/12/2012,"OLENDER REPORTING, INC.","1100 CONNECTICUT AVENUE, NW SUITE 810  ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO444993,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$2500.40,10/12/2012,"OLENDER REPORTING, INC.","1100 CONNECTICUT AVENUE, NW SUITE 810  ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO445220,OFFICE OF DISABILITY RIGHTS,EDUCATION AND TRAINING CONSULTING 38,$153796.00,10/12/2012,INSTITUTE FOR EDUCATIONAL LEADER,"4301 CONNECTICUT AVE, NW SUITE 100  ; WASHINGTON  ; DC  ; 20008-",WASHINGTON  ,DC
PO445219,DEPARTMENT OF GENERAL SERVICES,ALGAE AND MICROBE CONTROL CHEMICALS (FOR AIR CONDITIONING AND COOLING WATER) 16,$80000.00,10/12/2012,"TASCO WATER WORKS, INC",9209 HAMPTON OVERLOOK  ; CAPITAL HEIGHTS  ; MD  ; 20743,CAPITAL HEIGHTS  ,MD
PO445212,METROPOLITAN POLICE DEPARTMENT,"COMPUTERS, DATA PROCESSING EQUIPMENT AND ACCESSORIES (NOT WORD PROCESSING EQUIPMENT), MAINTENANCE AND REPAIR 21",$10875.00,10/12/2012,METRO PRINTING EQUIPMENT INC,15877 COMMERCE COURT  ; UPPER MARLBORO  ; MD  ; 20774,UPPER MARLBORO  ,MD
PO444990,OFFICE OF THE ATTORNEY GENERAL,COURT REPORTING SERVICES 24,$3000.00,10/12/2012,NEAL R GROSS & CO INC,1323 RHODE ISLAND AVE NW   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO444999,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$3000.00,10/12/2012,NEAL R GROSS & CO INC,1323 RHODE ISLAND AVE NW   ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO445223,DEPARTMENT ON DISABILITY SERVICES,TRANSITIONAL LIVING 92,$62770.80,10/12/2012,JEWISH FOUNDATION FOR GRUP,1500 EAST JEFFERSON STREET  ; ROCKVILLE  ; MD  ; 20852,ROCKVILLE  ,MD
PO419648,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"INSTRUCTIONAL AIDS: COURSES, LESSON PLANS (PREPARED), PROGRAMS, ANCILLARY MATERIALS, VIDEOS, ETC. (SEE CLASS 715 FOR TEXTBOOKS) 70",$2947.09,10/12/2012,MDM OFFICE SYSTEMS DBA STANDARD OFFICE SUPPLY,STANDARD BUSINESS FURNITURE 35 SHERIDAN STREET  ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO413713-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),SPECIAL EDUCATION 74,$13210.89,10/12/2012,ROSS PROFESSIONAL SERVICES,"6230 3RD STREET, N.W., SUITE 6   ; WASHINGTON  ; DC  ; 20011-",WASHINGTON  ,DC
PO445006,DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$300000.00,10/12/2012,DC COALITION AGAINST DOMESTIC,5 THOMAS CIRCLE NW  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO445202,DEPART OF YOUTH REHABILITATION SERVICES,HUMAN SERVICES CONSULTING (TO INCLUDE MENTAL HEALTH CONSULTING SERVICES) 67,$499726.68,10/12/2012,SASHA BRUCE YOUTHWORK,"741 8TH STREET, SE  ; WASHINGTON  ; DC  ; 20003",WASHINGTON  ,DC
PO445003,DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$35829.00,10/12/2012,DC COURTS,515 5TH STREET N.W.                                118D  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO441764-V2,CHILD AND FAMILY SERVICES,HOMELESSNESS PREVENTION SERVICES 55,$1397000.00,10/12/2012,THE COMMUNITY PARTNERSHIP\HOME,801 PENNSYLVANIA AVE SE 360  ; WASHINGTON  ; DC  ; 20003-,WASHINGTON  ,DC
PO444980,DEPART OF YOUTH REHABILITATION SERVICES,YOUTH CARE SERVICES 95,$326551.68,10/12/2012,STARFLIGHT ENTERPRISES INC,5570 STERRETT PLACE                                SUITE 300  ; COLUMBIA  ; MD  ; 21044,COLUMBIA  ,MD
PO445402,DEPARTMENT OF GENERAL SERVICES,"PERSONNEL SERVICES, TEMPORARY 69",$77500.00,10/12/2012,MIDTOWN PERSONNEL INC,"900 7TH STREET, NW SUITE 725  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO445403,DEPARTMENT OF GENERAL SERVICES,"PERSONNEL SERVICES, TEMPORARY 69",$77500.00,10/12/2012,MIDTOWN PERSONNEL INC,"900 7TH STREET, NW SUITE 725  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO445004,DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$80134.00,10/12/2012,"AYUDA, INC.",1707 KALORAMA ROAD NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO445008,DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$219866.00,10/12/2012,"AYUDA, INC.",1707 KALORAMA ROAD NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO445026,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$40216.00,10/12/2012,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO442060-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$23308.80,10/12/2012,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO444998,DEPARTMENT OF PUBLIC WORKS,"LOUNGE FURNITURE, INDOOR, WOOD 64",$4739.28,10/12/2012,AMERICAN OFFICE,1401 NEW YORK AVENUE NW SUITE 1250  ; WASHINGTON  ; DC  ; 20005-,WASHINGTON  ,DC
PO440829-V2,CHILD AND FAMILY SERVICES,SUPPORT SERVICES 85,$616055.00,10/12/2012,HEALTHY FAM./THRIVING COMM.,"1112 11TH STREET, NW SUITE B  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO444982,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$24000.00,10/12/2012,GEORGE MASON UNIVERSITY,4400 UNIVERSITY DRIVE   ; FAIRFAX  ; VA  ; 22030-,FAIRFAX  ,VA
PO445010,DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$117000.00,10/12/2012,DEAF ABUSED WOMEN'S NETWORK,1050 17TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO440808-V2,CHILD AND FAMILY SERVICES,SUPPORT SERVICES 85,$966191.00,10/12/2012,GEORGIA AVE/ROCK CREEK EAST FA,1104 ALLISON ST NW   ; WASHINGTON  ; DC  ; 20011-,WASHINGTON  ,DC
PO445241,DEPARTMENT OF GENERAL SERVICES,"FILING CABINETS, METAL: CARD, JUMBO, LATERAL, LEGAL, AND LETTER 40",$6786.78,10/12/2012,PREMIER OFFICE & MEDICAL SUPPLY DBA: PREMIER SUPPLIERS,1020 49TH STREET NE   ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO445240,DEPARTMENT OF GENERAL SERVICES,MOVING SERVICES 56,$2992.70,10/12/2012,PREMIER OFFICE & MEDICAL SUPPLY DBA: PREMIER SUPPLIERS,1020 49TH STREET NE   ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO445208,METROPOLITAN POLICE DEPARTMENT,SCIENTIFIC EQUIPMENT MAINTENANCE AND REPAIR 81,$8710.00,10/12/2012,FOSTER AND FREEMAN USA,46030 MANEKIN PLAZA #170  ; STERLING  ; VA  ; 20166,STERLING  ,VA
PO445009,DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE,"ADMINISTRATIVE SERVICES, ALL KINDS  (INCL. CLERICAL,  SECRETARIAL SERVICES, ETC.) 02",$110000.00,10/12/2012,THE LEGAL AID SOCIETY OF DC,"1331 H STREET, NW                                  SUITE# 350  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO376533-V3,OFFICE OF CHIEF FINANCIAL OFFICER,BANKING SERVICES 25,$2844429.33,10/15/2012,"WELLS FARGO BANK, N.A.",9062 OLD ANNAPOLIS ROAD  ; COLUMBIA   ; MD  ; 21045,COLUMBIA   ,MD
PO434942-V2,OFFICE OF CHIEF FINANCIAL OFFICER,COLLECTION SERVICES 33,$25187.50,10/15/2012,"TIER TECHNOLOGIES, INC",3550 ENGINEERING DRIVE SUITE 400  ; NORCROSS  ; GA  ; 30092-2871,NORCROSS  ,GA
